Domain_Code,Domain,Area_Code_(M49),Area,Element_Code,Element,Item_Code_(CPC),Item,Year_Code,Year,Months_Code,Months,Unit,Value,Flag,Flag_Description
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,3480,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,3091.6,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,3039,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,2190.6,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,2164,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,2444.5,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,2651.1,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,2362.4,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,2388.6,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,3215,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,3147.1,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,3368.7,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,3683.4,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,3543.1,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,3667.6,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,4357.8,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,4159.8,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,4445.9,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,4551.8,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,4301.5,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,4375.3,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,3656.4,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,3432.5,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,3633.4,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,4035.3,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,3631.6,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,3644.5,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,4314.1,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,4314.2,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,4394.5,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,5066.3,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,4313.5,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,1822.1,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,1768.8,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,2013.1,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,2291.1,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,2139.3,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,2228,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,4136.6,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,4115,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,4247.6,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,4416.8,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,4108.5,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,4205.1,A,Official figure
PP,Producer Prices,470,Malta,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,3153.7,A,Official figure
PP,Producer Prices,470,Malta,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,3000.9,A,Official figure
PP,Producer Prices,470,Malta,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,3103.2,A,Official figure
PP,Producer Prices,470,Malta,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,3457.1,A,Official figure
PP,Producer Prices,470,Malta,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,3423.3,A,Official figure
PP,Producer Prices,470,Malta,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,3641.8,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,2949.5,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,2775.2,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,2782.2,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,3263.9,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,3172.5,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,3339.2,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,3342.5,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,3353.3,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,3435.4,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,3643.1,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,3490,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,3589.9,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,3609.3,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,7021,Annual value,USD,2561.8,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,7021,Annual value,USD,2650.9,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,7021,Annual value,USD,2808.2,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,7021,Annual value,USD,2776.2,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,7021,Annual value,USD,2537.7,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,7021,Annual value,USD,2494.2,A,Official figure
