Domain_Code,Domain,Area_Code_(M49),Area,Element_Code,Element,Item_Code_(CPC),Item,Year_Code,Year,Months_Code,Months,Unit,Value,Flag,Flag_Description
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,167.5,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,174.6,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,145.5,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,151.5,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,176,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,164.6,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,161.5,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,206.3,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,328.5,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,195.4,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,223.2,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,223.1,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,217,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,179.4,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,164,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,171.6,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,200.1,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,205.2,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,188.1,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,178.5,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,154.5,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,166.3,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,203.5,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,193.7,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,176.2,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,157.5,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,139.7,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,151.4,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,187,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,147.2,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,166.8,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,150.8,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,137.2,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,145.7,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,201.9,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,173.5,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,158.8,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,166.2,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,138.5,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,149.7,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,195.2,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,161.4,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,169.6,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,160.8,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,139.4,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,153.6,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,195.4,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,175.6,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,171.6,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,185.5,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,179.2,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,178.9,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,184.3,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,181.6,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,178.2,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,150,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,130.5,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,131.7,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,159.9,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,151.9,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,144.6,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,147.5,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,135,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,143.5,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,191.3,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,157.8,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,163,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,159.1,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,141.9,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,155.9,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,201.5,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,164.1,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,162.8,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,157.6,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,125,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,141.4,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,179.3,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,149.1,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,162.3,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,176.6,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,167.1,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,176.7,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,219,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,178.9,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,189,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,162.4,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,148.1,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,162.5,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,188.3,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,175.5,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,163.1,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,217.5,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,210.1,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,200.9,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,226.9,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,217.3,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,223.4,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,214.7,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,197.1,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,190,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,208,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,207.6,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,209.7,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,178,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,165.3,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,186.7,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,206.1,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,200.5,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,192.4,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,148.4,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,147.1,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,145.5,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,168.2,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,153.6,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,143.2,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,193,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,167.4,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,186.5,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,203.8,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,196,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,184.1,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),115,Barley,2015,2015,7021,Annual value,USD,146.7,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),115,Barley,2016,2016,7021,Annual value,USD,137.6,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),115,Barley,2017,2017,7021,Annual value,USD,158.5,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),115,Barley,2018,2018,7021,Annual value,USD,224.7,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),115,Barley,2019,2019,7021,Annual value,USD,144.5,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),115,Barley,2020,2020,7021,Annual value,USD,153.5,A,Official figure
