Domain_Code,Domain,Area_Code_(M49),Area,Element_Code,Element,Item_Code_(CPC),Item,Year_Code,Year,Unit,Value,Flag,Flag_Description
QV,Value of Agricultural Production,196,Cyprus,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,150676,E,Estimated value
QV,Value of Agricultural Production,196,Cyprus,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,158367,E,Estimated value
QV,Value of Agricultural Production,196,Cyprus,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,186749,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,967103,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,841298,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,1111353,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,1253843,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,1218156,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,1204725,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,1921853,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,1906728,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,2479425,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,2542332,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,2343005,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,2456191,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,205644,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,204957,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,291575,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,288919,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,271966,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,271551,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,1015724,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,997101,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,1024595,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,1073247,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,1018028,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,1077497,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,9307799,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,8952462,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,10193580,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,10592542,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,10438896,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,10581038,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,10729326,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,9830616,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,12925856,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,13793128,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,12739152,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,12500674,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,320926,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,280702,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,289999,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,306385,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,283173,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,301743,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,570953,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,514820,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,691623,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,699291,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,691511,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,696933,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,2010371,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,1904758,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,2832949,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,3135191,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,3002494,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,3223118,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,4731245,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,4424738,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,5146754,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,5792642,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,5961748,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,5674182,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,233644,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,233911,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,344990,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,327593,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,321633,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,317091,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,413241,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,382436,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,524754,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,521823,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,496306,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,484383,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,114225,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,116043,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,154643,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,161551,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,159539,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,175256,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,25897,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,26101,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,30322,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,31002,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,30007,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,31233,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,4652130,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,4654603,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,5734450,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,5528856,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,5477538,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,5091509,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,3981930,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,3721857,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,4896876,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,5281247,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,5110789,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,5252593,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,664250,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,590880,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,642590,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,690176,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,665222,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,677435,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,2050150,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,1987297,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,2004713,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,1820944,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,1737414,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,1838070,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,284098,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,251800,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,286263,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,313305,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,299933,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,310786,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,197560,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,179667,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,219973,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,216359,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,224023,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,222365,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,2305301,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,2354523,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,2527381,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,2686493,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,2615747,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,2780883,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2015,2015,1000 US$,1089426,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2016,2016,1000 US$,1031884,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2017,2017,1000 US$,1263871,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2018,2018,1000 US$,1273021,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2019,2019,1000 US$,1131124,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),2211,Raw milk of cattle,2020,2020,1000 US$,1194857,E,Estimated value
