Domain_Code,Domain,Area_Code_(M49),Area,Element_Code,Element,Item_Code_(CPC),Item,Year_Code,Year,Unit,Value,Flag,Flag_Description
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,205900,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,219163,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,221407,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,262653,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,245405,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,244797,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,393357,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,397087,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,410411,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,453099,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,388300,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,372060,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,27602,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,32027,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,29090,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,25875,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,21852,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,22883,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,278069,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,272919,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,289980,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,320677,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,310946,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,319484,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,6309639,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,6098745,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,6369979,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,6645577,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,6144572,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,6276773,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,4140318,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,3966221,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,4131199,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,4475172,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,4020154,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,3976200,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,169107,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,168994,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,183540,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,200828,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,144372,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,71419,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,82679,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,98740,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,111105,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,105229,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,104119,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,2689100,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,2700582,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,2917414,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,2613065,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,2653045,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,2569984,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,3822142,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,3858017,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,3732272,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,4314530,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,3908636,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,3739235,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,34199,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,34435,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,37142,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,40048,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,35021,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,35715,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,37974,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,39212,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,40960,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,43991,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,42112,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,43481,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,3255,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,3454,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,3466,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,3699,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,3526,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,4152,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,1494509,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,1477123,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,1838890,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,1977744,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,1989072,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,2075816,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,350557,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,322412,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,308803,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,257064,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,233912,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,292146,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,35802,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,34408,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,36188,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,38872,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,37378,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,39201,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,121211,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,125966,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,128243,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,139320,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,132075,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,135549,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,1603971,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,1688648,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,1808077,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,1857297,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,1764158,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,1690450,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,1000 US$,361459,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,1000 US$,361123,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,1000 US$,365048,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,1000 US$,351124,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,1000 US$,324760,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,1000 US$,332287,E,Estimated value
