Domain_Code,Domain,Area_Code_(M49),Area,Element_Code,Element,Item_Code_(CPC),Item,Year_Code,Year,Months_Code,Months,Unit,Value,Flag,Flag_Description
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,660.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,663.3,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,678.7,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,319.6,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,274.5,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,360.9,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,396.6,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,386,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,368.7,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,358.8,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,349.5,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,446.2,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,452.8,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,417.3,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,433.5,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,262.7,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,261.9,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,369.1,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,362.6,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,331.3,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,320.1,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,417,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,410.4,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,425.9,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,447.6,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,428.8,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,447.7,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,371.3,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,349.3,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,399.1,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,422.8,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,416.5,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,420.8,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,328.3,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,300.9,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,396.5,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,416.9,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,385.1,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,376.9,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,464,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,427.6,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,437.8,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,467.9,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,429.5,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,441.5,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,294.1,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,268.4,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,351.5,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,358.8,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,352.3,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,346,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,305.3,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,278,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,378.8,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,400.3,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,364.2,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,376.5,A,Official figure
PP,Producer Prices,380,Italy,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,424,A,Official figure
PP,Producer Prices,380,Italy,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,410.7,A,Official figure
PP,Producer Prices,380,Italy,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,452.3,A,Official figure
PP,Producer Prices,380,Italy,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,469.4,A,Official figure
PP,Producer Prices,380,Italy,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,477.2,A,Official figure
PP,Producer Prices,380,Italy,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,446.3,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,239.5,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,237.8,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,345.7,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,334.2,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,328.6,A,Official figure
PP,Producer Prices,428,Latvia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,320.9,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,238.2,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,235.5,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,335,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,332.8,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,320.7,A,Official figure
PP,Producer Prices,440,Lithuania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,325.5,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,329.9,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,308.4,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,399.4,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,396.3,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,378.7,A,Official figure
PP,Producer Prices,442,Luxembourg,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,391.8,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,349,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,324.9,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,401.1,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,392.4,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,376.3,A,Official figure
PP,Producer Prices,528,Netherlands,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,350.6,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,300.8,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,281,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,368.1,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,372.7,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,352.4,A,Official figure
PP,Producer Prices,616,Poland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,354.4,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,324.1,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,301,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,327.9,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,355.8,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,336.7,A,Official figure
PP,Producer Prices,620,Portugal,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,339.8,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,511.8,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,502.6,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,525.6,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,479.5,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,474.3,A,Official figure
PP,Producer Prices,642,Romania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,499.5,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,299.5,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,263,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,306.7,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,346.3,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,331.7,A,Official figure
PP,Producer Prices,703,Slovakia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,338.7,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,313.3,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,276.5,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,339.5,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,344,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,359.6,A,Official figure
PP,Producer Prices,705,Slovenia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,352.6,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,337.8,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,331.7,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,360.1,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,366.2,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,350.6,A,Official figure
PP,Producer Prices,724,Spain,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,365.6,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,371.4,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,360.5,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,448.7,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,461.2,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,418.3,A,Official figure
PP,Producer Prices,752,Sweden,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,430.9,A,Official figure
