Domain_Code,Domain,Area_Code_(M49),Area,Element_Code,Element,Item_Code_(CPC),Item,Year_Code,Year,Unit,Value,Flag,Flag_Description
QV,Value of Agricultural Production,191,Croatia,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,33779,E,Estimated value
QV,Value of Agricultural Production,191,Croatia,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,38302,E,Estimated value
QV,Value of Agricultural Production,191,Croatia,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,39454,E,Estimated value
QV,Value of Agricultural Production,191,Croatia,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,40509,E,Estimated value
QV,Value of Agricultural Production,191,Croatia,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,45848,E,Estimated value
QV,Value of Agricultural Production,191,Croatia,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,52584,E,Estimated value
QV,Value of Agricultural Production,196,Cyprus,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,10763,E,Estimated value
QV,Value of Agricultural Production,196,Cyprus,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,955,E,Estimated value
QV,Value of Agricultural Production,196,Cyprus,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,3665,E,Estimated value
QV,Value of Agricultural Production,196,Cyprus,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,1768,E,Estimated value
QV,Value of Agricultural Production,196,Cyprus,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,6783,E,Estimated value
QV,Value of Agricultural Production,196,Cyprus,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,9034,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,357178,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,302535,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,293749,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,321355,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,352569,E,Estimated value
QV,Value of Agricultural Production,203,Czechia,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,341714,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,688336,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,610185,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,663882,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,701078,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,702147,E,Estimated value
QV,Value of Agricultural Production,208,Denmark,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,732549,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,87641,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,49943,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,64444,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,64976,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,77012,E,Estimated value
QV,Value of Agricultural Production,233,Estonia,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,93611,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,236646,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,216822,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,212780,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,273268,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,295322,E,Estimated value
QV,Value of Agricultural Production,246,Finland,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,221949,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,2177471,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,1445787,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,1809196,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,2155558,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,2189538,E,Estimated value
QV,Value of Agricultural Production,250,France,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,1742798,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,1870174,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,1495623,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,1667490,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,1873095,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,2035995,E,Estimated value
QV,Value of Agricultural Production,276,Germany,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,1848525,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,95078,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,68376,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,67354,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,63512,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,66555,E,Estimated value
QV,Value of Agricultural Production,300,Greece,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,71056,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,211240,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,208003,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,186532,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,183139,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,210073,E,Estimated value
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,214616,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,352333,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,375665,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,506004,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,446585,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,564352,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,502396,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,144421,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,150547,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,204294,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,226288,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,200542,E,Estimated value
QV,Value of Agricultural Production,380,Italy,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,212690,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,56802,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,38219,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,34562,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,58600,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,48206,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,50332,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,129145,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,77376,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,81025,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,124819,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,96573,E,Estimated value
QV,Value of Agricultural Production,440,Lithuania,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,114896,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,6994,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,4249,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,4943,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,6344,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,5376,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,5359,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,2020,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,2031,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,2043,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,40480,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,39467,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,36108,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,54193,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,43361,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,46534,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,480680,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,509688,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,616231,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,563239,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,581344,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,480259,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,9656,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,9792,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,11100,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,14143,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,15569,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,13840,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,349163,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,358153,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,362285,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,389176,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,390369,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,242112,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,119009,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,96608,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,101788,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,100362,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,120184,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,130693,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,13826,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,13484,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,14249,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,14809,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,15740,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,17504,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,1293877,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,1535789,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,1079145,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,1947451,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,1518008,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,2111023,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),115,Barley,2015,2015,1000 US$,245250,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),115,Barley,2016,2016,1000 US$,210560,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),115,Barley,2017,2017,1000 US$,259179,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),115,Barley,2018,2018,1000 US$,245885,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),115,Barley,2019,2019,1000 US$,223513,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),115,Barley,2020,2020,1000 US$,232358,E,Estimated value
