Domain_Code,Domain,Area_Code_(M49),Area,Element_Code,Element,Item_Code_(CPC),Item,Year_Code,Year,Unit,Value,Flag,Flag_Description
QV,Value of Agricultural Production,348,Hungary,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,1020913,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,802155,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,839628,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,959746,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,904238,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,887378,E,Estimated value
QV,Value of Agricultural Production,372,Ireland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,1005651,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,52294,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,56578,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,64688,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,62305,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,73274,E,Estimated value
QV,Value of Agricultural Production,428,Latvia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,72594,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,19833,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,23819,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,24566,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,22429,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,25825,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,27328,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,13740,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,11996,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,11600,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,11416,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,10773,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,11365,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,2923987,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,3703502,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,4034961,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,4132749,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,3723513,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,3688149,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,659820,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,640805,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,702202,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,703106,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,762659,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,781451,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,966935,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,1020257,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,1104588,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,968458,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,921103,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,924569,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,80396,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,82807,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,96013,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,113326,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,116319,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,114866,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,49963,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,52793,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,66319,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,57971,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,57114,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,52599,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,4868659,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,5270302,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,6118441,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,6122873,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,7004270,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,7430590,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2015,2015,1000 US$,397024,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,1000 US$,408312,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,1000 US$,411678,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,1000 US$,400078,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,1000 US$,363273,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,1000 US$,383257,E,Estimated value
